CustomerID,Recency,Frequency,MonetaryValue,Recency_log,Frequency_log,Monetary_log
12346,125,1,77183.6,4.836281906951478,0.6931471805599453,11.253955234248428
12347,46,3,1823.43,3.8501476017100584,1.3862943611198906,7.509022888464681
12348,48,3,1487.24,3.8918202981106265,1.3862943611198906,7.305349492709732
12350,109,1,334.40000000000003,4.700480365792417,0.6931471805599453,5.815323849389109
12352,61,5,1561.81,4.127134385045092,1.791759469228055,7.354240761931879
12353,3,1,89.0,1.3862943611198906,0.6931471805599453,4.499809670330265
12354,32,1,1079.4,3.4965075614664802,0.6931471805599453,6.985086621918461
12355,14,1,459.40000000000003,2.70805020110221,0.6931471805599453,6.132095676847728
12356,45,2,2753.08,3.828641396489095,1.0986122886681098,7.920838727523195
12359,104,2,2386.41,4.653960350157523,1.0986122886681098,7.777964375309282
12361,87,1,189.9,4.477336814478207,0.6931471805599453,5.251749730731702
12362,25,2,974.34,3.258096538021482,1.0986122886681098,6.8827861281585925
12363,42,1,299.1,3.7612001156935624,0.6931471805599453,5.704115752446321
12365,91,2,641.38,4.5217885770490405,1.0986122886681098,6.465180028897591
12370,74,3,2802.66,4.31748811353631,1.3862943611198906,7.938680985452955
12372,12,2,914.9200000000001,2.5649493574615367,1.0986122886681098,6.819929024615557
12373,111,1,364.6,4.718498871295094,0.6931471805599453,5.901539839579995
12377,114,2,1628.1200000000001,4.74493212836325,1.0986122886681098,7.395795270713971
12383,38,4,1751.11,3.6635616461296463,1.6094379124341003,7.4685760549135445
12386,137,2,401.9,4.927253685157205,1.0986122886681098,5.998688392197302
12388,74,3,766.25,4.31748811353631,1.3862943611198906,6.642812693499845
12393,45,3,1061.1000000000001,3.828641396489095,1.3862943611198906,6.968003359327494
12394,17,1,381.08,2.8903717578961645,0.6931471805599453,5.945630010764183
12395,11,6,1569.72,2.4849066497880004,1.9459101490553132,7.359289391944212
12399,13,2,768.9499999999999,2.6390573296152584,1.0986122886681098,6.646325577674422
12401,103,1,84.3,4.6443908991413725,0.6931471805599453,4.446174454497633
12402,123,1,225.60000000000002,4.820281565605037,0.6931471805599453,5.423186348593906
12407,35,2,495.96,3.58351893845611,1.0986122886681098,6.208509539960322
12408,59,2,837.59,4.0943445622221,1.0986122886681098,6.731721910029265
12410,108,2,693.33,4.6913478822291435,1.0986122886681098,6.542947351813216
12413,35,2,563.9,3.58351893845611,1.0986122886681098,6.336648724331217
12414,16,3,562.4100000000001,2.833213344056216,1.3862943611198906,6.334007604663526
12415,3,7,50883.9,1.3862943611198906,2.0794415416798357,10.837321498408418
12417,25,4,1461.08,3.258096538021482,1.6094379124341003,7.287615358374906
12421,118,1,157.45,4.77912349311153,0.6931471805599453,5.06543908613693
12422,124,1,238.5,4.8283137373023015,0.6931471805599453,5.4785534168509695
12423,46,4,1032.95,3.8501476017100584,1.6094379124341003,6.941141697999771
12427,171,1,303.5,5.147494476813453,0.6931471805599453,5.718671087149952
12428,42,6,6310.54,3.7612001156935624,1.9459101490553132,8.75013498281048
12429,27,2,1719.48,3.332204510175204,1.0986122886681098,7.4503586006422164
12431,11,6,2618.94,2.4849066497880004,1.9459101490553132,7.870906695729557
12433,165,2,3787.12,5.111987788356544,1.0986122886681098,8.239625132790472
12434,60,1,286.25,4.110873864173311,0.6931471805599453,5.660352916728865
12435,67,1,3978.9900000000002,4.219507705176107,0.6931471805599453,8.289034585712512
12437,5,7,1707.97,1.791759469228055,2.0794415416798357,7.443646128836296
12441,166,1,173.55,5.117993812416755,0.6931471805599453,5.162211233551045
12447,43,1,476.49,3.784189633918261,0.6931471805599453,6.168543217293113
12451,17,2,5307.82,2.8903717578961645,1.0986122886681098,8.577124867318746
12455,94,2,1698.9,4.553876891600541,1.0986122886681098,7.4383247047847245
12456,54,1,940.1700000000001,4.007333185232471,0.6931471805599453,6.847123782142069
12457,33,3,1067.25,3.5263605246161616,1.3862943611198906,6.9737770745241345
12458,84,1,441.92,4.442651256490317,0.6931471805599453,6.093389166829907
12462,102,1,762.11,4.634728988229636,0.6931471805599453,6.637402188652131
12463,6,2,647.95,1.9459101490553132,1.0986122886681098,6.475355672133768
12464,84,2,363.85,4.442651256490317,1.0986122886681098,5.899486310211629
12468,116,1,220.59,4.762173934797756,0.6931471805599453,5.400828827501114
12471,10,13,8361.92,2.3978952727983707,2.6390573296152584,9.031562927390537
12472,67,3,3048.84,4.219507705176107,1.3862943611198906,8.022844409209041
12474,5,7,2711.33,1.791759469228055,2.0794415416798357,7.905563323073633
12476,17,5,2445.1,2.8903717578961645,1.791759469228055,7.802250198485835
12477,39,2,4576.97,3.6888794541139363,1.0986122886681098,8.429010947411093
12480,67,2,1587.27,4.219507705176107,1.0986122886681098,7.370400652543354
12481,4,7,3084.05,1.6094379124341003,2.0794415416798357,8.034323143663578
12483,5,4,994.6600000000001,1.791759469228055,1.6094379124341003,6.903405833844299
12484,136,1,1138.67,4.919980925828125,0.6931471805599453,7.0384940257987365
12489,136,1,334.93,4.919980925828125,0.6931471805599453,5.816902804925467
12490,14,2,1195.72,2.70805020110221,1.0986122886681098,7.087339760066206
12494,95,3,312.55,4.564348191467836,1.3862943611198906,5.74795883698903
12500,66,4,1210.2,4.204692619390966,1.6094379124341003,7.099366882683184
12501,136,1,2169.39,4.919980925828125,0.6931471805599453,7.682662153888476
12502,17,3,1842.65,2.8903717578961645,1.3862943611198906,7.5195025813291
12506,32,1,73.5,3.4965075614664802,0.6931471805599453,4.310799125385514
12507,98,1,446.16,4.59511985013459,0.6931471805599453,6.102916472402125
12509,83,1,176.5,4.430816798843313,0.6931471805599453,5.178970608915471
12510,125,1,681.05,4.836281906951478,0.6931471805599453,6.525102968939129
12514,66,1,1017.6800000000001,4.204692619390966,0.6931471805599453,6.926262950537877
12515,152,1,383.7,5.030437921392435,0.6931471805599453,5.95246380975825
12520,4,3,1697.56,1.6094379124341003,1.3862943611198906,7.437536112263733
12523,52,4,500.19,3.970291913552122,1.6094379124341003,6.216985270707943
12524,4,5,2833.38,1.6094379124341003,1.791759469228055,7.949578497359277
12527,94,2,284.92,4.553876891600541,1.0986122886681098,5.655712051411118
12528,76,2,771.66,4.343805421853684,1.0986122886681098,6.6498391070666685
12530,33,2,805.0,3.5263605246161616,1.0986122886681098,6.692083742506628
12539,61,3,4517.69,4.127134385045092,1.3862943611198906,8.415977407810622
12540,18,5,4838.04,2.9444389791664403,1.791759469228055,8.48447163292985
12541,80,1,312.4,4.394449154672439,0.6931471805599453,5.74748032992192
12545,59,1,628.15,4.0943445622221,0.6931471805599453,6.444369702037977
12547,80,1,159.4,4.394449154672439,0.6931471805599453,5.077670695432414
12551,157,1,168.0,5.062595033026967,0.6931471805599453,5.1298987149230735
12553,4,5,1734.6200000000001,1.6094379124341003,1.791759469228055,7.459119977250289
12557,55,3,4854.62,4.02535169073515,1.3862943611198906,8.4878920759706
12559,110,2,561.71,4.709530201312334,1.0986122886681098,6.33276439774036
12561,102,1,238.85,4.634728988229636,0.6931471805599453,5.480013727948073
12564,60,1,456.90000000000003,4.110873864173311,0.6931471805599453,6.12665081966305
12565,88,1,145.92000000000002,4.48863636973214,0.6931471805599453,4.989888220951467
12567,1,4,3884.32,0.6931471805599453,1.6094379124341003,8.264960627492052
12569,18,5,1164.32,2.9444389791664403,1.791759469228055,7.060751006394263
12573,26,1,160.54000000000002,3.295836866004329,0.6931471805599453,5.08475279001415
12574,115,1,218.45000000000002,4.7535901911063645,0.6931471805599453,5.391124416134243
12576,17,2,421.65000000000003,2.8903717578961645,1.0986122886681098,6.046544413374937
12577,158,1,195.89,5.0689042022202315,0.6931471805599453,5.282645197153741
12578,129,1,1608.66,4.867534450455582,0.6931471805599453,7.383778255552623
12580,46,1,415.7,3.8501476017100584,0.6931471805599453,6.032366538428407
12582,38,2,511.36,3.6635616461296463,1.0986122886681098,6.239027502962935
12583,73,4,2620.43,4.30406509320417,1.6094379124341003,7.871475249386383
12584,79,1,463.63,4.382026634673881,0.6931471805599453,6.141241389926207
12585,34,2,2040.1,3.5553480614894135,1.0986122886681098,7.621244157199997
12590,10,2,9864.26,2.3978952727983707,1.0986122886681098,9.196774773912752
12591,116,1,452.84999999999997,4.762173934797756,0.6931471805599453,6.117766746972636
12592,13,1,231.8,2.6390573296152584,0.6931471805599453,5.450179715857283
12593,18,1,236.0,2.9444389791664403,0.6931471805599453,5.4680601411351315
12594,34,5,1177.54,3.5553480614894135,1.791759469228055,7.072031663251185
12596,42,1,269.95,3.7612001156935624,0.6931471805599453,5.601934302012123
12597,68,1,516.15,4.23410650459726,0.6931471805599453,6.248332967823813
12598,20,3,1285.74,3.044522437723423,1.3862943611198906,7.1598671669852765
12599,8,3,463.86,2.1972245773362196,1.3862943611198906,6.1417362849862815
12600,3,6,1315.96,1.3862943611198906,1.9459101490553132,7.183081329224334
12601,3,4,508.96000000000004,1.3862943611198906,1.6094379124341003,6.234332291269921
12604,61,1,178.5,4.127134385045092,0.6931471805599453,5.190175207928333
12609,117,1,287.93,4.770684624465665,0.6931471805599453,5.666184444240883
12613,61,2,821.66,4.127134385045092,1.0986122886681098,6.712542992596618
12614,77,1,315.6,4.356708826689592,0.6931471805599453,5.757639147446912
12616,97,1,255.60000000000002,4.584967478670572,0.6931471805599453,5.547518452181536
12619,34,2,631.66,3.5553480614894135,1.0986122886681098,6.4499331530384465
12620,4,1,561.66,1.6094379124341003,0.6931471805599453,6.332675538076368
12621,11,9,6860.72,2.4849066497880004,2.302585092994046,8.833713418155677
12622,31,1,180.1,3.4657359027997265,0.6931471805599453,5.199049364889368
12623,76,1,305.1,4.343805421853684,0.6931471805599453,5.723911845951367
12625,11,2,2683.82,2.4849066497880004,1.0986122886681098,7.895368965589599
12626,116,2,1274.1000000000001,4.762173934797756,1.0986122886681098,7.150779885889496
12633,87,1,1012.8199999999999,4.477336814478207,0.6931471805599453,6.9214806536006135
12637,39,4,2387.15,3.6888794541139363,1.6094379124341003,7.778274286610124
12639,38,1,486.1,3.6635616461296463,0.6931471805599453,6.188469440812497
12643,20,3,1411.92,3.044522437723423,1.3862943611198906,7.253413763955036
12645,19,2,798.9,2.995732273553991,1.0986122886681098,6.684486719854776
12647,45,6,2009.06,3.828641396489095,1.9459101490553132,7.605919851353866
12649,11,1,375.0,2.4849066497880004,0.6931471805599453,5.929589143389895
12651,134,1,114.0,4.90527477843843,0.6931471805599453,4.74493212836325
12652,130,1,919.98,4.875197323201151,0.6931471805599453,6.82543832049292
12653,96,1,779.1,4.574710978503383,0.6931471805599453,6.659422116594268
12654,95,1,166.6,4.564348191467836,0.6931471805599453,5.121580188047982
12656,3,2,1659.6,1.3862943611198906,1.0986122886681098,7.414934261827931
12662,38,4,1344.4,3.6635616461296463,1.6094379124341003,7.2044466455915055
12664,31,2,1303.58,3.4657359027997265,1.0986122886681098,7.173636428875023
12665,124,1,63.0,4.8283137373023015,0.6931471805599453,4.1588830833596715
12668,58,3,2924.4700000000003,4.07753744390572,1.3862943611198906,7.981210430518388
12669,48,2,2272.6,3.8918202981106265,1.0986122886681098,7.729119757342836
12670,32,1,633.05,3.4965075614664802,0.6931471805599453,6.4521278156809085
12672,129,1,225.9,4.867534450455582,0.6931471805599453,5.424509391785796
12673,126,1,220.9,4.844187086458591,0.6931471805599453,5.402226829938548
12674,7,1,586.74,2.0794415416798357,0.6931471805599453,6.3762846732388585
12676,60,2,707.4,4.110873864173311,1.0986122886681098,6.563008905908679
12678,49,5,3951.84,3.912023005428146,1.791759469228055,8.282189586889366
12679,5,2,906.38,1.791759469228055,1.0986122886681098,6.8105613259907045
12681,9,11,7476.1900000000005,2.302585092994046,2.4849066497880004,8.919612331938255
12682,7,9,4612.95,2.0794415416798357,2.302585092994046,8.436839602090673
12683,11,9,4417.57,2.4849066497880004,2.302585092994046,8.393571393313048
12684,7,2,519.1,2.0794415416798357,1.0986122886681098,6.254021100779027
12686,171,1,89.14,5.147494476813453,0.6931471805599453,4.501364017262502
12690,5,1,389.01,1.791759469228055,0.6931471805599453,5.966172379820607
12691,117,3,406.2,4.770684624465665,1.3862943611198906,6.009304465236313
12693,11,3,630.77,2.4849066497880004,1.3862943611198906,6.448525403859796
12695,10,1,89.25,2.3978952727983707,0.6931471805599453,4.502583597212991
12700,14,1,1092.43,2.70805020110221,0.6931471805599453,6.997074823435883
12701,42,1,337.08000000000004,3.7612001156935624,0.6931471805599453,5.823282553867747
